"id","name","email","phone","college","rollNumber","gender","roles","vehicleType","vehicleModel","vehiclePlate","vehicleColor","helmetProvided","vehicleSeats","ratingAvg","ratingCount","isVerified","password"
"e0bd240d-0573-4a8a-830a-c46264dbd855","Meera Shah 18","synthetic0018@synthetic.campus.pool","917000000017","VIT Pune","SYN00018","prefer_not_to_say","[""rider"",""driver""]","car","Maruti Swift","MH12R0017","white","false","4","3.97","18","true","CampusPool123!"
"f256e949-f4e4-4ba3-8ea9-d6a3d0ba8526","Rohan Jadhav 19","synthetic0019@synthetic.campus.pool","917000000018","VIT Pune","SYN00019","female","[""rider"",""driver""]","scooty","TVS Jupiter","MH12S0018","black","true","1","3.97","17","true","CampusPool123!"
"ce3592dc-d951-4134-a2cd-52dbc233a3f4","Sneha More 20","synthetic0020@synthetic.campus.pool","917000000019","VIT Pune","SYN00020","male","[""rider"",""driver""]","car","Hyundai i20","MH12T0019","red","false","3","3.92","14","true","CampusPool123!"
"b8ece9b4-d515-405a-952d-1ccdc242c410","Kabir Pawar 21","synthetic0021@synthetic.campus.pool","917000000020","VIT Pune","SYN00021","prefer_not_to_say","[""rider"",""driver""]","car","Tata Tiago","MH12U0020","red","false","4","4.99","20","true","CampusPool123!"
"08eb06b4-7805-4b0c-998b-d919358e8b0f","Aditi Bhosale 22","synthetic0022@synthetic.campus.pool","917000000021","VIT Pune","SYN00022","female","[""rider"",""driver""]","car","Hyundai i20","MH12V0021","red","false","3","3.82","24","true","CampusPool123!"
"7b50af0a-e87a-4600-b547-06ff9da50ada","Siddharth Naik 23","synthetic0023@synthetic.campus.pool","917000000022","VIT Pune","SYN00023","male","[""rider"",""driver""]","car","Hyundai i20","MH12W0022","black","false","4","3.86","16","true","CampusPool123!"
"0b95ee62-3f26-4837-bdb3-8120bae0deda","Riya Chavan 24","synthetic0024@synthetic.campus.pool","917000000023","VIT Pune","SYN00024","prefer_not_to_say","[""rider"",""driver""]","car","Maruti Swift","MH12X0023","silver","false","4","4.22","24","true","CampusPool123!"
"8100f2b8-79e0-4059-be98-ced465000a2e","Aarav Sharma 25","synthetic0025@synthetic.campus.pool","917000000024","VIT Pune","SYN00025","female","[""rider"",""driver""]","scooty","Suzuki Access","MH12Y0024","silver","true","1","4.61","29","true","CampusPool123!"
"a85fce63-b4a4-4d71-9d87-2fb5e4653681","Ananya Patil 26","synthetic0026@synthetic.campus.pool","917000000025","VIT Pune","SYN00026","male","[""rider"",""driver""]","car","Tata Tiago","MH12Z0025","white","false","3","4.46","25","true","CampusPool123!"
"a6724b4c-1f36-4019-9072-772bbdeeca30","Vihaan Kulkarni 27","synthetic0027@synthetic.campus.pool","917000000026","VIT Pune","SYN00027","prefer_not_to_say","[""rider"",""driver""]","scooty","Suzuki Access","MH12A0026","blue","true","1","4.95","31","true","CampusPool123!"
"e443e68b-7cb4-4260-8ec6-64c485de79d5","Isha Deshmukh 28","synthetic0028@synthetic.campus.pool","917000000027","VIT Pune","SYN00028","female","[""rider"",""driver""]","scooty","Suzuki Access","MH12B0027","white","true","1","4.62","22","true","CampusPool123!"
"697c28b3-7690-4ffd-bfa8-c30e27f63214","Aditya Joshi 29","synthetic0029@synthetic.campus.pool","917000000028","VIT Pune","SYN00029","male","[""rider"",""driver""]","car","Maruti Swift","MH12C0028","black","false","3","4.56","30","true","CampusPool123!"
"49e5dc79-ab6d-4188-9d10-62c1b84c7f5c","Meera Shah 30","synthetic0030@synthetic.campus.pool","917000000029","VIT Pune","SYN00030","prefer_not_to_say","[""rider"",""driver""]","scooty","TVS Jupiter","MH12D0029","black","false","1","4.03","19","true","CampusPool123!"
"c2483f77-a251-4434-8d94-6a2c53e2d38e","Rohan Jadhav 31","synthetic0031@synthetic.campus.pool","917000000030","VIT Pune","SYN00031","female","[""rider"",""driver""]","scooty","TVS Jupiter","MH12E0030","black","true","1","4.17","26","true","CampusPool123!"
"b2f0c20b-d66e-41c9-b60f-6562ae71b956","Sneha More 32","synthetic0032@synthetic.campus.pool","917000000031","VIT Pune","SYN00032","male","[""rider"",""driver""]","bike","Honda Shine","MH12F0031","blue","true","1","3.81","12","true","CampusPool123!"
"fc8036f4-d3bf-49ee-baff-431b84d612ea","Kabir Pawar 33","synthetic0033@synthetic.campus.pool","917000000032","VIT Pune","SYN00033","prefer_not_to_say","[""rider"",""driver""]","bike","Bajaj Pulsar 150","MH12G0032","red","true","1","4.78","8","true","CampusPool123!"
"2d02ada0-aefc-4d76-9f2f-c57bee3201ac","Aditi Bhosale 34","synthetic0034@synthetic.campus.pool","917000000033","VIT Pune","SYN00034","female","[""rider"",""driver""]","bike","Honda Shine","MH12H0033","white","true","1","4.77","6","true","CampusPool123!"
"ed6b366d-9f31-4216-84e6-747030d98fda","Siddharth Naik 35","synthetic0035@synthetic.campus.pool","917000000034","VIT Pune","SYN00035","male","[""rider"",""driver""]","scooty","Suzuki Access","MH12I0034","silver","true","1","4.31","2","true","CampusPool123!"
"1f726f94-16aa-417d-8d05-1b3dd96d0827","Riya Chavan 36","synthetic0036@synthetic.campus.pool","917000000035","VIT Pune","SYN00036","prefer_not_to_say","[""rider"",""driver""]","car","Tata Tiago","MH12J0035","black","false","3","4.29","0","true","CampusPool123!"
"b9d9e60d-de32-4732-8eb8-480e0e81bcbf","Aarav Sharma 37","synthetic0037@synthetic.campus.pool","917000000036","VIT Pune","SYN00037","female","[""rider"",""driver""]","scooty","TVS Jupiter","MH12K0036","black","true","1","4.19","34","true","CampusPool123!"
"442efbff-6f39-436d-bf7a-2cbb6404a6ed","Ananya Patil 38","synthetic0038@synthetic.campus.pool","917000000037","VIT Pune","SYN00038","male","[""rider"",""driver""]","bike","TVS Apache","MH12L0037","silver","true","1","4.42","31","true","CampusPool123!"
"afabde80-8412-4536-8a7d-443441b6329d","Vihaan Kulkarni 39","synthetic0039@synthetic.campus.pool","917000000038","VIT Pune","SYN00039","prefer_not_to_say","[""rider"",""driver""]","car","Maruti Swift","MH12M0038","white","false","4","4.22","8","true","CampusPool123!"
"6c3f7adf-4f2a-4914-ba78-8b1548f14a1a","Isha Deshmukh 40","synthetic0040@synthetic.campus.pool","917000000039","VIT Pune","SYN00040","female","[""rider"",""driver""]","bike","Bajaj Pulsar 150","MH12N0039","white","false","1","3.94","30","true","CampusPool123!"
"81dfda4a-3ec9-4eae-a7f1-0692e03bb1d0","Aditya Joshi 41","synthetic0041@synthetic.campus.pool","917000000040","VIT Pune","SYN00041","male","[""rider"",""driver""]","scooty","TVS Jupiter","MH12O0040","red","true","1","3.9","7","true","CampusPool123!"
"b049f74f-7dd1-454b-91ad-b27eeaeed095","Meera Shah 42","synthetic0042@synthetic.campus.pool","917000000041","VIT Pune","SYN00042","prefer_not_to_say","[""rider"",""driver""]","bike","Bajaj Pulsar 150","MH12P0041","silver","true","1","4.7","28","true","CampusPool123!"
"ea3fd43b-e1e5-4d62-a163-dae19fc740bd","Rohan Jadhav 43","synthetic0043@synthetic.campus.pool","917000000042","VIT Pune","SYN00043","female","[""rider"",""driver""]","car","Hyundai i20","MH12Q0042","white","false","3","4.98","3","true","CampusPool123!"
"15d12fa2-5285-4e19-a290-344ead002d9f","Sneha More 44","synthetic0044@synthetic.campus.pool","917000000043","VIT Pune","SYN00044","male","[""rider"",""driver""]","car","Hyundai i20","MH12R0043","blue","false","4","4.88","31","true","CampusPool123!"
"687e3195-2599-427f-a4e3-990ead4c2985","Kabir Pawar 45","synthetic0045@synthetic.campus.pool","917000000044","VIT Pune","SYN00045","prefer_not_to_say","[""rider"",""driver""]","car","Hyundai i20","MH12S0044","white","false","3","4.91","26","true","CampusPool123!"
"e977337e-9b7d-4b79-9851-7a31a276eaf5","Aditi Bhosale 46","synthetic0046@synthetic.campus.pool","917000000045","VIT Pune","SYN00046","female","[""rider"",""driver""]","car","Tata Tiago","MH12T0045","white","false","3","3.83","21","true","CampusPool123!"
"7833fb03-c858-4574-92d0-cb72030a18eb","Siddharth Naik 47","synthetic0047@synthetic.campus.pool","917000000046","VIT Pune","SYN00047","male","[""rider"",""driver""]","bike","Honda Shine","MH12U0046","blue","false","1","4.93","14","true","CampusPool123!"
"71cd4f7b-3e01-44d7-9657-d28c4544f992","Riya Chavan 48","synthetic0048@synthetic.campus.pool","917000000047","VIT Pune","SYN00048","prefer_not_to_say","[""rider"",""driver""]","bike","Bajaj Pulsar 150","MH12V0047","white","true","1","4.76","7","true","CampusPool123!"
"bfe5c77b-945d-47a5-81f7-7ae8e1ff5d5b","Aarav Sharma 49","synthetic0049@synthetic.campus.pool","917000000048","VIT Pune","SYN00049","female","[""rider"",""driver""]","car","Hyundai i20","MH12W0048","red","false","4","4.29","35","true","CampusPool123!"
"5def974b-b8b4-4ef7-8825-5a50ee6710cd","Ananya Patil 50","synthetic0050@synthetic.campus.pool","917000000049","VIT Pune","SYN00050","male","[""rider"",""driver""]","bike","Honda Shine","MH12X0049","white","true","1","4.8","0","true","CampusPool123!"
"772a4089-be1c-415b-9115-5af745dcbd7e","Vihaan Kulkarni 51","synthetic0051@synthetic.campus.pool","917000000050","VIT Pune","SYN00051","prefer_not_to_say","[""rider"",""driver""]","bike","TVS Apache","MH12Y0050","black","true","1","4.58","29","true","CampusPool123!"
"04bfe73e-1142-4d3f-8bbf-57dbee041dd2","Isha Deshmukh 52","synthetic0052@synthetic.campus.pool","917000000051","VIT Pune","SYN00052","female","[""rider"",""driver""]","bike","Bajaj Pulsar 150","MH12Z0051","red","true","1","4.46","35","true","CampusPool123!"
"0234ea7e-b8a5-4a4f-8b12-eb48fefff06e","Aditya Joshi 53","synthetic0053@synthetic.campus.pool","917000000052","VIT Pune","SYN00053","male","[""rider"",""driver""]","bike","Honda Shine","MH12A0052","black","true","1","4.04","33","true","CampusPool123!"
"2e0f5d10-9fa3-4578-9046-adc52e9f52d6","Meera Shah 54","synthetic0054@synthetic.campus.pool","917000000053","VIT Pune","SYN00054","prefer_not_to_say","[""rider"",""driver""]","car","Maruti Swift","MH12B0053","white","false","4","4.59","28","true","CampusPool123!"
"29bb8b65-a83a-4f6b-b7c4-0a86fd9b82a1","Rohan Jadhav 55","synthetic0055@synthetic.campus.pool","917000000054","VIT Pune","SYN00055","female","[""rider"",""driver""]","bike","Honda Shine","MH12C0054","black","false","1","4.38","23","false","CampusPool123!"
"c283b8d4-e85f-4f55-a686-461ce166d95c","Sneha More 56","synthetic0056@synthetic.campus.pool","917000000055","VIT Pune","SYN00056","male","[""rider"",""driver""]","bike","TVS Apache","MH12D0055","blue","true","1","3.85","16","false","CampusPool123!"
"a7ff8669-7d2a-4462-beb0-0d9e874f1dc8","Kabir Pawar 57","synthetic0057@synthetic.campus.pool","917000000056","VIT Pune","SYN00057","prefer_not_to_say","[""rider"",""driver""]","car","Hyundai i20","MH12E0056","blue","false","3","4.72","26","true","CampusPool123!"
"dae29690-62f3-4202-8961-05b05ec7dcc6","Aditi Bhosale 58","synthetic0058@synthetic.campus.pool","917000000057","VIT Pune","SYN00058","female","[""rider"",""driver""]","car","Tata Tiago","MH12F0057","white","false","4","4.11","21","true","CampusPool123!"
"856b4feb-c8f1-4731-b41e-d21be114be5d","Siddharth Naik 59","synthetic0059@synthetic.campus.pool","917000000058","VIT Pune","SYN00059","male","[""rider"",""driver""]","bike","TVS Apache","MH12G0058","silver","true","1","4.91","6","true","CampusPool123!"
"8d2bb992-3062-4ae3-b2ae-9d47074dec68","Riya Chavan 60","synthetic0060@synthetic.campus.pool","917000000059","VIT Pune","SYN00060","prefer_not_to_say","[""rider"",""driver""]","car","Maruti Swift","MH12H0059","black","false","3","4.65","3","true","CampusPool123!"
"b94bb3da-92c3-4ecf-b576-f9dbbce590b5","Aarav Sharma 61","synthetic0061@synthetic.campus.pool","917000000060","VIT Pune","SYN00061","female","[""rider"",""driver""]","car","Tata Tiago","MH12I0060","white","false","4","4.62","30","true","CampusPool123!"
"db6d13c6-50ea-4ee7-98cb-daab8b877783","Ananya Patil 62","synthetic0062@synthetic.campus.pool","917000000061","VIT Pune","SYN00062","male","[""rider"",""driver""]","scooty","Suzuki Access","MH12J0061","silver","true","1","4.24","31","true","CampusPool123!"
"aba3000b-d3fe-45b0-93f8-1eb12fe76121","Vihaan Kulkarni 63","synthetic0063@synthetic.campus.pool","917000000062","VIT Pune","SYN00063","prefer_not_to_say","[""rider"",""driver""]","car","Tata Tiago","MH12K0062","black","false","3","3.99","13","false","CampusPool123!"
"0f35346d-5638-4de0-b685-b0f5e42ff331","Isha Deshmukh 64","synthetic0064@synthetic.campus.pool","917000000063","VIT Pune","SYN00064","female","[""rider"",""driver""]","scooty","Honda Activa","MH12L0063","white","true","1","4.59","19","true","CampusPool123!"
"b53fb963-29ea-4299-915f-2cf34647fe2b","Aditya Joshi 65","synthetic0065@synthetic.campus.pool","917000000064","VIT Pune","SYN00065","male","[""rider"",""driver""]","scooty","TVS Jupiter","MH12M0064","black","false","1","4.89","1","false","CampusPool123!"
"a2cb33f4-0739-4e42-9665-4bae72ebfb2a","Meera Shah 66","synthetic0066@synthetic.campus.pool","917000000065","VIT Pune","SYN00066","prefer_not_to_say","[""rider"",""driver""]","car","Hyundai i20","MH12N0065","white","false","3","4.63","9","true","CampusPool123!"
"95e5d040-6f8f-43de-b101-0a1abbfde269","Rohan Jadhav 67","synthetic0067@synthetic.campus.pool","917000000066","VIT Pune","SYN00067","female","[""rider"",""driver""]","bike","Bajaj Pulsar 150","MH12O0066","blue","false","1","4.43","28","true","CampusPool123!"
"b4419d49-c195-4f67-8a68-1e38418429ef","Sneha More 68","synthetic0068@synthetic.campus.pool","917000000067","VIT Pune","SYN00068","male","[""rider"",""driver""]","car","Maruti Swift","MH12P0067","blue","false","4","4.93","14","false","CampusPool123!"
"ada304c3-1114-48bb-bacb-69446eecee2a","Kabir Pawar 69","synthetic0069@synthetic.campus.pool","917000000068","VIT Pune","SYN00069","prefer_not_to_say","[""rider"",""driver""]","scooty","Suzuki Access","MH12Q0068","red","true","1","4.7","34","true","CampusPool123!"
"fbade199-d957-41f1-9c4b-bef677c6f400","Aditi Bhosale 70","synthetic0070@synthetic.campus.pool","917000000069","VIT Pune","SYN00070","female","[""rider"",""driver""]","car","Tata Tiago","MH12R0069","white","false","3","4.82","27","true","CampusPool123!"
"ffe56b11-38f8-4fa2-936c-d19021b522b8","Siddharth Naik 71","synthetic0071@synthetic.campus.pool","917000000070","VIT Pune","SYN00071","male","[""rider"",""driver""]","car","Hyundai i20","MH12S0070","white","false","4","4.73","24","true","CampusPool123!"
"02927b89-ffa8-40e0-963e-2651a35e576d","Riya Chavan 72","synthetic0072@synthetic.campus.pool","917000000071","VIT Pune","SYN00072","prefer_not_to_say","[""rider"",""driver""]","scooty","Honda Activa","MH12T0071","black","true","1","4.18","33","true","CampusPool123!"
"e9ac0d57-c267-41a2-84aa-846e6f118304","Aarav Sharma 73","synthetic0073@synthetic.campus.pool","917000000072","VIT Pune","SYN00073","female","[""rider"",""driver""]","bike","TVS Apache","MH12U0072","white","true","1","4.24","9","false","CampusPool123!"
"d138941d-1b44-42fe-975d-1a4eb78e7f92","Ananya Patil 74","synthetic0074@synthetic.campus.pool","917000000073","VIT Pune","SYN00074","male","[""rider"",""driver""]","bike","Bajaj Pulsar 150","MH12V0073","black","true","1","4.37","7","true","CampusPool123!"
"f50ed78b-09ac-4340-b6dd-86ae124a356e","Vihaan Kulkarni 75","synthetic0075@synthetic.campus.pool","917000000074","VIT Pune","SYN00075","prefer_not_to_say","[""rider"",""driver""]","bike","TVS Apache","MH12W0074","black","true","1","4.95","2","true","CampusPool123!"
"3857e3b0-5efa-484e-a045-2777f41b2610","Isha Deshmukh 76","synthetic0076@synthetic.campus.pool","917000000075","VIT Pune","SYN00076","female","[""rider"",""driver""]","bike","Honda Shine","MH12X0075","red","true","1","4.22","28","true","CampusPool123!"
"ac0cf495-0f8e-40d8-b476-4ac4d53bdc5b","Aditya Joshi 77","synthetic0077@synthetic.campus.pool","917000000076","VIT Pune","SYN00077","male","[""rider"",""driver""]","bike","Bajaj Pulsar 150","MH12Y0076","silver","true","1","3.9","25","true","CampusPool123!"
"93c44edd-bbc5-4ac3-9dba-63f636b8ed0b","Meera Shah 78","synthetic0078@synthetic.campus.pool","917000000077","VIT Pune","SYN00078","prefer_not_to_say","[""rider"",""driver""]","scooty","Honda Activa","MH12Z0077","black","true","1","4.8","22","true","CampusPool123!"
"aa3e3c66-ecde-4e1f-9ce3-1617c0ecdcef","Rohan Jadhav 79","synthetic0079@synthetic.campus.pool","917000000078","VIT Pune","SYN00079","female","[""rider"",""driver""]","bike","TVS Apache","MH12A0078","white","true","1","4.41","19","true","CampusPool123!"
"fa7fbc07-c93a-4085-a4f5-6f1e0fc83121","Sneha More 80","synthetic0080@synthetic.campus.pool","917000000079","VIT Pune","SYN00080","male","[""rider"",""driver""]","scooty","Suzuki Access","MH12B0079","red","true","1","4.64","30","false","CampusPool123!"
"dbb7296e-eb2b-4e18-9aed-9b61128e1b95","Kabir Pawar 81","synthetic0081@synthetic.campus.pool","917000000080","VIT Pune","SYN00081","prefer_not_to_say","[""rider"",""driver""]","bike","TVS Apache","MH12C0080","black","true","1","4.79","8","true","CampusPool123!"
"f996d0d8-1d3e-4780-bb40-a3c76aeca0fe","Aditi Bhosale 82","synthetic0082@synthetic.campus.pool","917000000081","VIT Pune","SYN00082","female","[""rider"",""driver""]","scooty","Honda Activa","MH12D0081","blue","false","1","4.37","15","true","CampusPool123!"
"24be40cc-fd8a-4efb-95f0-6ec1a107c563","Siddharth Naik 83","synthetic0083@synthetic.campus.pool","917000000082","VIT Pune","SYN00083","male","[""rider"",""driver""]","bike","Honda Shine","MH12E0082","blue","true","1","4.83","0","false","CampusPool123!"
"bbd2b08c-34a8-4439-a7fa-b253b6a9fe04","Riya Chavan 84","synthetic0084@synthetic.campus.pool","917000000083","VIT Pune","SYN00084","prefer_not_to_say","[""rider"",""driver""]","bike","TVS Apache","MH12F0083","white","true","1","4.98","30","true","CampusPool123!"
"7d4898cc-54f3-4bd1-b9da-b31ff1cb26c3","Aarav Sharma 85","synthetic0085@synthetic.campus.pool","917000000084","VIT Pune","SYN00085","female","[""rider"",""driver""]","scooty","TVS Jupiter","MH12G0084","blue","true","1","4.34","15","true","CampusPool123!"
"e0ad93ac-7350-43c7-be63-6b8925810342","Ananya Patil 86","synthetic0086@synthetic.campus.pool","917000000085","VIT Pune","SYN00086","male","[""rider"",""driver""]","scooty","Suzuki Access","MH12H0085","white","true","1","4.92","24","true","CampusPool123!"
"40ae73ca-67b2-4b5e-97c1-474a92b2d8d3","Vihaan Kulkarni 87","synthetic0087@synthetic.campus.pool","917000000086","VIT Pune","SYN00087","prefer_not_to_say","[""rider"",""driver""]","bike","Bajaj Pulsar 150","MH12I0086","white","true","1","4.32","21","true","CampusPool123!"
"c3c94b51-2803-4c25-9e1e-bbe1eb6386cc","Isha Deshmukh 88","synthetic0088@synthetic.campus.pool","917000000087","VIT Pune","SYN00088","female","[""rider"",""driver""]","scooty","Honda Activa","MH12J0087","white","true","1","4.52","21","true","CampusPool123!"
"a61af15b-11ce-4c02-a80b-bdf8f24338bc","Aditya Joshi 89","synthetic0089@synthetic.campus.pool","917000000088","VIT Pune","SYN00089","male","[""rider"",""driver""]","scooty","Suzuki Access","MH12K0088","white","true","1","4.75","25","true","CampusPool123!"
"6aa130d0-4c4b-48c2-bc80-80079a81385f","Meera Shah 90","synthetic0090@synthetic.campus.pool","917000000089","VIT Pune","SYN00090","prefer_not_to_say","[""rider"",""driver""]","car","Hyundai i20","MH12L0089","silver","false","3","4.3","23","true","CampusPool123!"
"9c9999da-6c7c-4b0f-ba28-7f852899325d","Rohan Jadhav 91","synthetic0091@synthetic.campus.pool","917000000090","VIT Pune","SYN00091","female","[""rider"",""driver""]","bike","TVS Apache","MH12M0090","black","true","1","4.03","18","true","CampusPool123!"
"1f497524-0e6c-424a-94f9-93905b5a9755","Sneha More 92","synthetic0092@synthetic.campus.pool","917000000091","VIT Pune","SYN00092","male","[""rider"",""driver""]","car","Tata Tiago","MH12N0091","silver","false","4","4.12","28","false","CampusPool123!"
"1734859f-c79f-4dfa-95dd-e252c5d669fc","Kabir Pawar 93","synthetic0093@synthetic.campus.pool","917000000092","VIT Pune","SYN00093","prefer_not_to_say","[""rider"",""driver""]","scooty","Suzuki Access","MH12O0092","black","true","1","4.67","2","true","CampusPool123!"
"f03cb019-ecb8-42fc-ad8b-4be7116d9966","Aditi Bhosale 94","synthetic0094@synthetic.campus.pool","917000000093","VIT Pune","SYN00094","female","[""rider"",""driver""]","bike","Bajaj Pulsar 150","MH12P0093","black","true","1","3.81","22","false","CampusPool123!"
"6cc8d264-2c05-4a80-90d4-2b29b4ccd802","Siddharth Naik 95","synthetic0095@synthetic.campus.pool","917000000094","VIT Pune","SYN00095","male","[""rider"",""driver""]","car","Hyundai i20","MH12Q0094","red","false","4","4.77","18","false","CampusPool123!"
"a49cc7a3-0beb-4fbf-8d54-c676dfe72f4b","Riya Chavan 96","synthetic0096@synthetic.campus.pool","917000000095","VIT Pune","SYN00096","prefer_not_to_say","[""rider"",""driver""]","bike","Bajaj Pulsar 150","MH12R0095","red","true","1","4.09","22","true","CampusPool123!"
"998a2999-5be3-435d-8015-2a973a6e97cc","Aarav Sharma 97","synthetic0097@synthetic.campus.pool","917000000096","VIT Pune","SYN00097","female","[""rider"",""driver""]","bike","TVS Apache","MH12S0096","silver","false","1","4.43","5","true","CampusPool123!"
"856fb0bc-3ae4-454f-9f56-312a33995404","Ananya Patil 98","synthetic0098@synthetic.campus.pool","917000000097","VIT Pune","SYN00098","male","[""rider"",""driver""]","bike","Bajaj Pulsar 150","MH12T0097","red","true","1","4.8","19","true","CampusPool123!"
"609a5aa2-e576-472b-ae03-3d339a90c45c","Vihaan Kulkarni 99","synthetic0099@synthetic.campus.pool","917000000098","VIT Pune","SYN00099","prefer_not_to_say","[""rider"",""driver""]","car","Hyundai i20","MH12U0098","silver","false","3","4.08","9","false","CampusPool123!"
"3a8f1c12-2394-4eb5-8694-7152af59c7d0","Isha Deshmukh 100","synthetic0100@synthetic.campus.pool","917000000099","VIT Pune","SYN00100","female","[""rider"",""driver""]","scooty","Suzuki Access","MH12V0099","white","true","1","4.43","3","true","CampusPool123!"
"73c6ef3d-a748-4db3-bd54-68c614823c0d","Aditya Joshi 101","synthetic0101@synthetic.campus.pool","917000000100","VIT Pune","SYN00101","male","[""rider"",""driver""]","bike","TVS Apache","MH12W0100","black","true","1","4.17","9","true","CampusPool123!"
"6a3f9cb7-ea70-4c12-87b0-f7ee4a38b313","Meera Shah 102","synthetic0102@synthetic.campus.pool","917000000101","VIT Pune","SYN00102","prefer_not_to_say","[""rider"",""driver""]","scooty","Suzuki Access","MH12X0101","black","true","1","4","2","true","CampusPool123!"
"df718002-b68d-406f-af02-b7ebdc19dfaa","Rohan Jadhav 103","synthetic0103@synthetic.campus.pool","917000000102","VIT Pune","SYN00103","female","[""rider"",""driver""]","car","Hyundai i20","MH12Y0102","silver","false","3","4.14","30","true","CampusPool123!"
